user_id,isbn,rating
11676,0002005018,7.309649467468262
116866,0002005018,9.032588005065918
152827,0060973129,8.111701965332031
157969,0374157065,7.607355117797852
67958,0399135782,9.842068672180176
213191,0399135782,7.064884662628174
245827,0399135782,5.466941833496094
11676,0671870432,6.635852336883545
263256,1558746218,5.626038551330566
226745,1881320189,7.88935661315918
7352,0440234743,5.913021564483643
12923,0440234743,6.578619003295898
13552,0440234743,7.7202982902526855
21264,0440234743,4.762772560119629
31299,0440234743,7.922904968261719
64535,0440234743,6.4908127784729
70666,0440234743,5.188948631286621
75819,0440234743,7.420987129211426
79740,0440234743,4.779356479644775
85534,0440234743,8.62063980102539
100393,0440234743,3.6260085105895996
108143,0440234743,7.134702205657959
116127,0440234743,6.165341377258301
122251,0440234743,5.898001194000244
128463,0440234743,6.583279609680176
131703,0440234743,6.416796684265137
132144,0440234743,6.203309059143066
134863,0440234743,7.027410507202148
136707,0440234743,7.649137496948242
143939,0440234743,7.175995349884033
144062,0440234743,9.226883888244629
150400,0440234743,6.629887580871582
154730,0440234743,3.7095389366149902
165884,0440234743,4.747039794921875
187533,0440234743,6.7004313468933105
187944,0440234743,5.652338027954102
217516,0440234743,5.819797992706299
227392,0440234743,5.568408966064453
240567,0440234743,6.537953853607178
245616,0440234743,4.642371654510498
250101,0440234743,8.922170639038086
258884,0440234743,6.158713340759277
259223,0440234743,7.540667533874512
273979,0440234743,6.847583770751953
6242,0452264464,5.311862945556641
8570,0452264464,7.393710136413574
11104,0452264464,7.769465923309326
11676,0452264464,7.29569149017334
36197,0452264464,6.88900899887085
36907,0452264464,8.660969734191895
80837,0452264464,7.055926322937012
102359,0452264464,8.491884231567383
144803,0452264464,7.164420127868652
165319,0452264464,5.963944435119629
174633,0452264464,8.651586532592773
221232,0452264464,8.677434921264648
252627,0452264464,9.055140495300293
271135,0452264464,7.280189514160156
271144,0452264464,5.4468770027160645
11676,0609804618,8.443241119384766
79089,0609804618,8.145111083984375
271622,0609804618,8.629526138305664
141518,1841721522,9.20698356628418
157118,1841721522,9.96245288848877
14,0689821166,2.312152624130249
4784,0971880107,6.389240264892578
8453,0971880107,2.868563652038574
11554,0971880107,1.2761008739471436
12264,0971880107,2.1997263431549072
13088,0971880107,5.404592514038086
13221,0971880107,3.403097629547119
14049,0971880107,4.023894309997559
14461,0971880107,3.948429822921753
20147,0971880107,2.9654717445373535
21404,0971880107,3.940967082977295
